shortcode,kind,url,status,attempts,post_like_count,repost_count,captured_comments,displayed_comment_count,target_comment_count,target_comment_source,capture_rate_estimate,unique_commenters,total_comment_likes,mean_comment_likes,median_comment_likes,mean_text_length,median_text_length,posted_at,stop_reason,exhaustion_reason,effective_concurrency,worker_id,active_hydrated_at,active_hydrate_ms,hydrate_visibility_state,hydrate_comments_found,hydrate_target_comment_count,active_scrape_started_at,active_scrape_finished_at,active_scroll_rounds,active_visibility_states,background_scroll_visibility_states,caption_preview
CFs90Nho3K8,p,https://www.instagram.com/thedogist/p/CFs90Nho3K8/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFpmJjFHcDk,p,https://www.instagram.com/thedogist/p/CFpmJjFHcDk/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFnwt8yHH71,p,https://www.instagram.com/thedogist/p/CFnwt8yHH71/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFktFm1n2pK,p,https://www.instagram.com/thedogist/p/CFktFm1n2pK/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFiY3S-nZPP,p,https://www.instagram.com/thedogist/p/CFiY3S-nZPP/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFfpBDDnvaB,p,https://www.instagram.com/thedogist/p/CFfpBDDnvaB/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFck915Hhzf,p,https://www.instagram.com/thedogist/p/CFck915Hhzf/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFbHICVHbE3,p,https://www.instagram.com/thedogist/p/CFbHICVHbE3/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFYQqDenyCx,p,https://www.instagram.com/thedogist/p/CFYQqDenyCx/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFVrt2lno51,p,https://www.instagram.com/thedogist/p/CFVrt2lno51/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFSUQRjnaMz,p,https://www.instagram.com/thedogist/p/CFSUQRjnaMz/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFQWx07HEA7,p,https://www.instagram.com/thedogist/p/CFQWx07HEA7/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFN-_6Ynw_U,p,https://www.instagram.com/thedogist/p/CFN-_6Ynw_U/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFK52H1H8r2,p,https://www.instagram.com/thedogist/p/CFK52H1H8r2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFIqxBdniAo,p,https://www.instagram.com/thedogist/p/CFIqxBdniAo/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFFzWaOnr-B,p,https://www.instagram.com/thedogist/p/CFFzWaOnr-B/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFDpDunnhv6,p,https://www.instagram.com/thedogist/p/CFDpDunnhv6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFBHnyeHUWl,p,https://www.instagram.com/thedogist/p/CFBHnyeHUWl/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CE-d4gdnSoK,p,https://www.instagram.com/thedogist/p/CE-d4gdnSoK/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CE5dWREn2Wg,p,https://www.instagram.com/thedogist/p/CE5dWREn2Wg/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CE21PZSndj8,p,https://www.instagram.com/thedogist/p/CE21PZSndj8/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CE0us-gnHCZ,p,https://www.instagram.com/thedogist/p/CE0us-gnHCZ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CExb0konBp6,p,https://www.instagram.com/thedogist/p/CExb0konBp6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEujFBgnssb,p,https://www.instagram.com/thedogist/p/CEujFBgnssb/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEuHVVMnn31,p,https://www.instagram.com/thedogist/p/CEuHVVMnn31/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEsCw4bHr_c,p,https://www.instagram.com/thedogist/p/CEsCw4bHr_c/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEpoYW4nu81,p,https://www.instagram.com/thedogist/p/CEpoYW4nu81/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEmiYHpnxnq,p,https://www.instagram.com/thedogist/p/CEmiYHpnxnq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEmZAqWnWfj,p,https://www.instagram.com/thedogist/p/CEmZAqWnWfj/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEjtTivnyLr,p,https://www.instagram.com/thedogist/p/CEjtTivnyLr/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEiJ0u6nzz8,p,https://www.instagram.com/thedogist/p/CEiJ0u6nzz8/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEfofVZHzyk,p,https://www.instagram.com/thedogist/p/CEfofVZHzyk/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEdOtuJnwuq,p,https://www.instagram.com/thedogist/p/CEdOtuJnwuq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEaG3SSnXeh,p,https://www.instagram.com/thedogist/p/CEaG3SSnXeh/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEYMcn5H7Wy,p,https://www.instagram.com/thedogist/p/CEYMcn5H7Wy/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEVZvQ9Hvm8,p,https://www.instagram.com/thedogist/p/CEVZvQ9Hvm8/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CESwd9KH3Av,p,https://www.instagram.com/thedogist/p/CESwd9KH3Av/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEQMrj9HExt,p,https://www.instagram.com/thedogist/p/CEQMrj9HExt/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CENZL0gnlEw,p,https://www.instagram.com/thedogist/p/CENZL0gnlEw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEKfa51nnE0,p,https://www.instagram.com/thedogist/p/CEKfa51nnE0/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEIBBZUne0S,p,https://www.instagram.com/thedogist/p/CEIBBZUne0S/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEEudstHu7Z,p,https://www.instagram.com/thedogist/p/CEEudstHu7Z/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CECLxERnhZE,p,https://www.instagram.com/thedogist/p/CECLxERnhZE/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CEATRvfHJ4f,p,https://www.instagram.com/thedogist/p/CEATRvfHJ4f/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CD-YVXHHuFy,p,https://www.instagram.com/thedogist/p/CD-YVXHHuFy/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CD7W-rmnbfH,p,https://www.instagram.com/thedogist/p/CD7W-rmnbfH/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CD41uCtHsxo,p,https://www.instagram.com/thedogist/p/CD41uCtHsxo/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CD1vjUkHB8a,p,https://www.instagram.com/thedogist/p/CD1vjUkHB8a/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDzw3opnpKG,p,https://www.instagram.com/thedogist/p/CDzw3opnpKG/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDxjBoPHPQy,p,https://www.instagram.com/thedogist/p/CDxjBoPHPQy/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDutp6JHoxB,p,https://www.instagram.com/thedogist/p/CDutp6JHoxB/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDr_UuYn9Bw,p,https://www.instagram.com/thedogist/p/CDr_UuYn9Bw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDpRTyqn-xw,p,https://www.instagram.com/thedogist/p/CDpRTyqn-xw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDnDXEUn_DC,p,https://www.instagram.com/thedogist/p/CDnDXEUn_DC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDj2mB8HvH9,p,https://www.instagram.com/thedogist/p/CDj2mB8HvH9/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDhR4u2Hssw,p,https://www.instagram.com/thedogist/p/CDhR4u2Hssw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDexTiEHpaK,p,https://www.instagram.com/thedogist/p/CDexTiEHpaK/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDc1ERFnKBZ,p,https://www.instagram.com/thedogist/p/CDc1ERFnKBZ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDaG6YunCH-,p,https://www.instagram.com/thedogist/p/CDaG6YunCH-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDXLbiCnji_,p,https://www.instagram.com/thedogist/p/CDXLbiCnji_/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDVO5t2nzs-,p,https://www.instagram.com/thedogist/p/CDVO5t2nzs-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDR8_MbHNZP,p,https://www.instagram.com/thedogist/p/CDR8_MbHNZP/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDRkZ2UnMyr,p,https://www.instagram.com/thedogist/p/CDRkZ2UnMyr/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDP7k9gH0ox,p,https://www.instagram.com/thedogist/p/CDP7k9gH0ox/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDNCblfnxpo,p,https://www.instagram.com/thedogist/p/CDNCblfnxpo/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDKO-ZfH-l4,p,https://www.instagram.com/thedogist/p/CDKO-ZfH-l4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDHlLAEndLQ,p,https://www.instagram.com/thedogist/p/CDHlLAEndLQ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDFEGN2nBtn,p,https://www.instagram.com/thedogist/p/CDFEGN2nBtn/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CDC60Y5niXH,p,https://www.instagram.com/thedogist/p/CDC60Y5niXH/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CC_9lxrnHw4,p,https://www.instagram.com/thedogist/p/CC_9lxrnHw4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CC9ri5dnSpf,p,https://www.instagram.com/thedogist/p/CC9ri5dnSpf/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CC7F5WEnZsL,p,https://www.instagram.com/thedogist/p/CC7F5WEnZsL/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CC6NGIBnOxH,reel,https://www.instagram.com/thedogist/reel/CC6NGIBnOxH/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CC4SaJ6nqS-,p,https://www.instagram.com/thedogist/p/CC4SaJ6nqS-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CC1z17_Hpc-,p,https://www.instagram.com/thedogist/p/CC1z17_Hpc-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CC1AIywnzll,p,https://www.instagram.com/thedogist/p/CC1AIywnzll/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCyxRYdHa_U,p,https://www.instagram.com/thedogist/p/CCyxRYdHa_U/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCwlsKEHwAH,p,https://www.instagram.com/thedogist/p/CCwlsKEHwAH/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCuWKF0Hkzd,p,https://www.instagram.com/thedogist/p/CCuWKF0Hkzd/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCtpcO8nhgH,p,https://www.instagram.com/thedogist/p/CCtpcO8nhgH/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCrenOdHf1s,p,https://www.instagram.com/thedogist/p/CCrenOdHf1s/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCorCruH10H,p,https://www.instagram.com/thedogist/p/CCorCruH10H/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCmR83zHZmw,p,https://www.instagram.com/thedogist/p/CCmR83zHZmw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCl99Zun8aY,p,https://www.instagram.com/thedogist/p/CCl99Zun8aY/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCj9kmEHVCg,p,https://www.instagram.com/thedogist/p/CCj9kmEHVCg/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CChu9gsHqd8,p,https://www.instagram.com/thedogist/p/CChu9gsHqd8/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCesX0zHy5k,p,https://www.instagram.com/thedogist/p/CCesX0zHy5k/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCb3gr5FAHq,p,https://www.instagram.com/thedogist/p/CCb3gr5FAHq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCZvfCxnp4S,p,https://www.instagram.com/thedogist/p/CCZvfCxnp4S/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCW5s_uHT9T,p,https://www.instagram.com/thedogist/p/CCW5s_uHT9T/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCUrcAMnOmY,p,https://www.instagram.com/thedogist/p/CCUrcAMnOmY/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCSDwcWn5xW,p,https://www.instagram.com/thedogist/p/CCSDwcWn5xW/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCO_vhRn8Gx,p,https://www.instagram.com/thedogist/p/CCO_vhRn8Gx/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCM99LWH7kR,p,https://www.instagram.com/thedogist/p/CCM99LWH7kR/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCJyYQ6nZVk,p,https://www.instagram.com/thedogist/p/CCJyYQ6nZVk/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCG3MgKHSqy,p,https://www.instagram.com/thedogist/p/CCG3MgKHSqy/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCEnx8MnvoD,p,https://www.instagram.com/thedogist/p/CCEnx8MnvoD/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CCCYhx8nwzz,p,https://www.instagram.com/thedogist/p/CCCYhx8nwzz/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CB-8iX8nsae,p,https://www.instagram.com/thedogist/p/CB-8iX8nsae/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CB9BusnHc09,p,https://www.instagram.com/thedogist/p/CB9BusnHc09/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CB6T4a_nPR6,p,https://www.instagram.com/thedogist/p/CB6T4a_nPR6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CB4iZn_HdeN,p,https://www.instagram.com/thedogist/p/CB4iZn_HdeN/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CB167WwnGma,p,https://www.instagram.com/thedogist/p/CB167WwnGma/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBzCyppHw3S,p,https://www.instagram.com/thedogist/p/CBzCyppHw3S/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBwMovXHH72,p,https://www.instagram.com/thedogist/p/CBwMovXHH72/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBt0GHhnnec,p,https://www.instagram.com/thedogist/p/CBt0GHhnnec/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBq6yahnrfs,p,https://www.instagram.com/thedogist/p/CBq6yahnrfs/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBn1HqVnAvE,p,https://www.instagram.com/thedogist/p/CBn1HqVnAvE/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBlt_OoHMgw,p,https://www.instagram.com/thedogist/p/CBlt_OoHMgw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBjKt1gHhA4,p,https://www.instagram.com/thedogist/p/CBjKt1gHhA4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBhJFHKnQlW,p,https://www.instagram.com/thedogist/p/CBhJFHKnQlW/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBgGiAtDNYs,p,https://www.instagram.com/thedogist/p/CBgGiAtDNYs/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBetobZjws5,p,https://www.instagram.com/thedogist/p/CBetobZjws5/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBdaDQUHP1W,p,https://www.instagram.com/thedogist/p/CBdaDQUHP1W/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBbijxQHY7t,p,https://www.instagram.com/thedogist/p/CBbijxQHY7t/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBZJTpDHaFp,p,https://www.instagram.com/thedogist/p/CBZJTpDHaFp/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBV-rcgHM1l,p,https://www.instagram.com/thedogist/p/CBV-rcgHM1l/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBTrqYOnxzm,p,https://www.instagram.com/thedogist/p/CBTrqYOnxzm/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBRjpQOHJ53,p,https://www.instagram.com/thedogist/p/CBRjpQOHJ53/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBRB51Vn7qM,p,https://www.instagram.com/thedogist/p/CBRB51Vn7qM/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBPOX_IHj5S,p,https://www.instagram.com/thedogist/p/CBPOX_IHj5S/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBOaZ-RHjtr,p,https://www.instagram.com/thedogist/p/CBOaZ-RHjtr/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBL3t_qns3Q,p,https://www.instagram.com/thedogist/p/CBL3t_qns3Q/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBJwrfUHr12,p,https://www.instagram.com/thedogist/p/CBJwrfUHr12/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBHWEwznfvP,p,https://www.instagram.com/thedogist/p/CBHWEwznfvP/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBGlfhbHOPC,p,https://www.instagram.com/thedogist/p/CBGlfhbHOPC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBENTGSnT1a,p,https://www.instagram.com/thedogist/p/CBENTGSnT1a/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBB4oPYn6ly,p,https://www.instagram.com/thedogist/p/CBB4oPYn6ly/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CBBW8mjHhcn,p,https://www.instagram.com/thedogist/p/CBBW8mjHhcn/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CA-sJlFHujM,p,https://www.instagram.com/thedogist/p/CA-sJlFHujM/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CA-j5knH2rF,p,https://www.instagram.com/thedogist/p/CA-j5knH2rF/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CA7pUQTHGj2,p,https://www.instagram.com/thedogist/p/CA7pUQTHGj2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CA6b9M1nYog,p,https://www.instagram.com/thedogist/p/CA6b9M1nYog/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CA3bQFenry8,p,https://www.instagram.com/thedogist/p/CA3bQFenry8/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CA09fUpnwd6,p,https://www.instagram.com/thedogist/p/CA09fUpnwd6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CA0XNx8Hsie,p,https://www.instagram.com/thedogist/p/CA0XNx8Hsie/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAyvvupH2Lm,p,https://www.instagram.com/thedogist/p/CAyvvupH2Lm/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAwQvH_Huek,p,https://www.instagram.com/thedogist/p/CAwQvH_Huek/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAu7q7onOtc,p,https://www.instagram.com/thedogist/p/CAu7q7onOtc/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAtyC1cHgjV,p,https://www.instagram.com/thedogist/p/CAtyC1cHgjV/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAq_QIiHkYP,p,https://www.instagram.com/thedogist/p/CAq_QIiHkYP/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAn1TIunBNm,p,https://www.instagram.com/thedogist/p/CAn1TIunBNm/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAmAbmvnkcp,p,https://www.instagram.com/thedogist/p/CAmAbmvnkcp/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAlIwyinkbh,p,https://www.instagram.com/thedogist/p/CAlIwyinkbh/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAih_u-n35x,p,https://www.instagram.com/thedogist/p/CAih_u-n35x/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAeLYO4n7Ka,p,https://www.instagram.com/thedogist/p/CAeLYO4n7Ka/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAbSkYbnHKD,p,https://www.instagram.com/thedogist/p/CAbSkYbnHKD/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAY1rEkHyVi,p,https://www.instagram.com/thedogist/p/CAY1rEkHyVi/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CATkw_OHEar,p,https://www.instagram.com/thedogist/p/CATkw_OHEar/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAOHZ2tH340,p,https://www.instagram.com/thedogist/p/CAOHZ2tH340/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAK86I4nidv,p,https://www.instagram.com/thedogist/p/CAK86I4nidv/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAJw5lSHUTu,p,https://www.instagram.com/thedogist/p/CAJw5lSHUTu/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAG2rg_nbk8,p,https://www.instagram.com/thedogist/p/CAG2rg_nbk8/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAGM16sHMjT,p,https://www.instagram.com/thedogist/p/CAGM16sHMjT/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAD5LMxnMat,p,https://www.instagram.com/thedogist/p/CAD5LMxnMat/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CAB9xXxHJ-s,p,https://www.instagram.com/thedogist/p/CAB9xXxHJ-s/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
