position,shortcode,kind,url,canonical_url,discovered_at,discovery_round,visible_index
150,DUGIvxzkRlk,p,https://www.instagram.com/thedogist/p/DUGIvxzkRlk/,https://www.instagram.com/p/DUGIvxzkRlk/,2026-06-19T22:17:24.848Z,11,66
151,DUD9zUPkaRw,reel,https://www.instagram.com/thedogist/reel/DUD9zUPkaRw/,https://www.instagram.com/reel/DUD9zUPkaRw/,2026-06-19T22:17:24.848Z,11,67
152,DUBAQIgkcoq,reel,https://www.instagram.com/thedogist/reel/DUBAQIgkcoq/,https://www.instagram.com/reel/DUBAQIgkcoq/,2026-06-19T22:17:24.848Z,11,68
153,DT_ZlgsEcZw,p,https://www.instagram.com/thedogist/p/DT_ZlgsEcZw/,https://www.instagram.com/p/DT_ZlgsEcZw/,2026-06-19T22:17:24.848Z,11,69
154,DT8WWBPEZSs,reel,https://www.instagram.com/thedogist/reel/DT8WWBPEZSs/,https://www.instagram.com/reel/DT8WWBPEZSs/,2026-06-19T22:17:24.848Z,11,70
155,DT6fNUCEXI1,reel,https://www.instagram.com/thedogist/reel/DT6fNUCEXI1/,https://www.instagram.com/reel/DT6fNUCEXI1/,2026-06-19T22:17:24.849Z,11,71
156,DT6UmlbEZww,p,https://www.instagram.com/thedogist/p/DT6UmlbEZww/,https://www.instagram.com/p/DT6UmlbEZww/,2026-06-19T22:17:24.849Z,11,72
157,DT262Q6kaok,reel,https://www.instagram.com/thedogist/reel/DT262Q6kaok/,https://www.instagram.com/reel/DT262Q6kaok/,2026-06-19T22:17:26.456Z,12,58
158,DT1RwUrESVf,reel,https://www.instagram.com/thedogist/reel/DT1RwUrESVf/,https://www.instagram.com/reel/DT1RwUrESVf/,2026-06-19T22:17:26.457Z,12,59
159,DTwDROzkfE2,reel,https://www.instagram.com/thedogist/reel/DTwDROzkfE2/,https://www.instagram.com/reel/DTwDROzkfE2/,2026-06-19T22:17:26.458Z,12,60
160,DTqcUAdkR4K,p,https://www.instagram.com/thedogist/p/DTqcUAdkR4K/,https://www.instagram.com/p/DTqcUAdkR4K/,2026-06-19T22:17:26.459Z,12,61
161,DToI7dvEWQq,p,https://www.instagram.com/thedogist/p/DToI7dvEWQq/,https://www.instagram.com/p/DToI7dvEWQq/,2026-06-19T22:17:26.459Z,12,62
162,DTlJZLnkYvq,reel,https://www.instagram.com/thedogist/reel/DTlJZLnkYvq/,https://www.instagram.com/reel/DTlJZLnkYvq/,2026-06-19T22:17:26.460Z,12,63
163,DTitvqFEdhb,p,https://www.instagram.com/thedogist/p/DTitvqFEdhb/,https://www.instagram.com/p/DTitvqFEdhb/,2026-06-19T22:17:26.461Z,12,64
164,DTiUEM1kWLC,reel,https://www.instagram.com/thedogist/reel/DTiUEM1kWLC/,https://www.instagram.com/reel/DTiUEM1kWLC/,2026-06-19T22:17:26.462Z,12,65
165,DTf1IJPEcEp,reel,https://www.instagram.com/thedogist/reel/DTf1IJPEcEp/,https://www.instagram.com/reel/DTf1IJPEcEp/,2026-06-19T22:17:26.462Z,12,66
166,DTa3vIJkaVi,p,https://www.instagram.com/thedogist/p/DTa3vIJkaVi/,https://www.instagram.com/p/DTa3vIJkaVi/,2026-06-19T22:17:26.463Z,12,67
167,DTYFOcyEQTk,reel,https://www.instagram.com/thedogist/reel/DTYFOcyEQTk/,https://www.instagram.com/reel/DTYFOcyEQTk/,2026-06-19T22:17:26.463Z,12,68
168,DTV1i8-kRs_,reel,https://www.instagram.com/thedogist/reel/DTV1i8-kRs_/,https://www.instagram.com/reel/DTV1i8-kRs_/,2026-06-19T22:17:26.464Z,12,69
169,DTSknobka-0,p,https://www.instagram.com/thedogist/p/DTSknobka-0/,https://www.instagram.com/p/DTSknobka-0/,2026-06-19T22:17:28.084Z,13,60
170,DTRBduZEV6q,reel,https://www.instagram.com/thedogist/reel/DTRBduZEV6q/,https://www.instagram.com/reel/DTRBduZEV6q/,2026-06-19T22:17:28.085Z,13,61
171,DTOpuOGkYp-,reel,https://www.instagram.com/thedogist/reel/DTOpuOGkYp-/,https://www.instagram.com/reel/DTOpuOGkYp-/,2026-06-19T22:17:28.086Z,13,62
172,DTGVuquj4os,reel,https://www.instagram.com/thedogist/reel/DTGVuquj4os/,https://www.instagram.com/reel/DTGVuquj4os/,2026-06-19T22:17:28.086Z,13,63
173,DTEPGesERKa,reel,https://www.instagram.com/thedogist/reel/DTEPGesERKa/,https://www.instagram.com/reel/DTEPGesERKa/,2026-06-19T22:17:28.087Z,13,64
174,DTBhNIMEUoB,p,https://www.instagram.com/thedogist/p/DTBhNIMEUoB/,https://www.instagram.com/p/DTBhNIMEUoB/,2026-06-19T22:17:28.087Z,13,65
175,DS7p32hEcvt,reel,https://www.instagram.com/thedogist/reel/DS7p32hEcvt/,https://www.instagram.com/reel/DS7p32hEcvt/,2026-06-19T22:17:28.088Z,13,66
176,DS46gCZEVua,reel,https://www.instagram.com/thedogist/reel/DS46gCZEVua/,https://www.instagram.com/reel/DS46gCZEVua/,2026-06-19T22:17:28.088Z,13,67
177,DS0KvPjEaJS,p,https://www.instagram.com/thedogist/p/DS0KvPjEaJS/,https://www.instagram.com/p/DS0KvPjEaJS/,2026-06-19T22:17:28.089Z,13,68
178,DSx_k3zEdKP,reel,https://www.instagram.com/thedogist/reel/DSx_k3zEdKP/,https://www.instagram.com/reel/DSx_k3zEdKP/,2026-06-19T22:17:28.089Z,13,69
179,DSu1o6AEfeq,reel,https://www.instagram.com/thedogist/reel/DSu1o6AEfeq/,https://www.instagram.com/reel/DSu1o6AEfeq/,2026-06-19T22:17:28.090Z,13,70
180,DSsvYJcEcdL,reel,https://www.instagram.com/thedogist/reel/DSsvYJcEcdL/,https://www.instagram.com/reel/DSsvYJcEcdL/,2026-06-19T22:17:28.090Z,13,71
181,DSsGJl9kb6R,reel,https://www.instagram.com/thedogist/reel/DSsGJl9kb6R/,https://www.instagram.com/reel/DSsGJl9kb6R/,2026-06-19T22:17:29.704Z,14,62
182,DSp860vEV59,reel,https://www.instagram.com/thedogist/reel/DSp860vEV59/,https://www.instagram.com/reel/DSp860vEV59/,2026-06-19T22:17:29.706Z,14,63
183,DSm6maGEfgd,p,https://www.instagram.com/thedogist/p/DSm6maGEfgd/,https://www.instagram.com/p/DSm6maGEfgd/,2026-06-19T22:17:29.707Z,14,64
184,DSlIb6Lkdd9,reel,https://www.instagram.com/thedogist/reel/DSlIb6Lkdd9/,https://www.instagram.com/reel/DSlIb6Lkdd9/,2026-06-19T22:17:29.707Z,14,65
185,DSiePczERTP,reel,https://www.instagram.com/thedogist/reel/DSiePczERTP/,https://www.instagram.com/reel/DSiePczERTP/,2026-06-19T22:17:29.708Z,14,66
186,DSfktSdkeL4,p,https://www.instagram.com/thedogist/p/DSfktSdkeL4/,https://www.instagram.com/p/DSfktSdkeL4/,2026-06-19T22:17:29.708Z,14,67
187,DSdonnpEXOI,p,https://www.instagram.com/thedogist/p/DSdonnpEXOI/,https://www.instagram.com/p/DSdonnpEXOI/,2026-06-19T22:17:29.709Z,14,68
188,DScvUwVEXYc,reel,https://www.instagram.com/thedogist/reel/DScvUwVEXYc/,https://www.instagram.com/reel/DScvUwVEXYc/,2026-06-19T22:17:29.709Z,14,69
189,DSaK_Z-ESVC,reel,https://www.instagram.com/thedogist/reel/DSaK_Z-ESVC/,https://www.instagram.com/reel/DSaK_Z-ESVC/,2026-06-19T22:17:29.710Z,14,70
190,DSX0YmtEZmM,reel,https://www.instagram.com/thedogist/reel/DSX0YmtEZmM/,https://www.instagram.com/reel/DSX0YmtEZmM/,2026-06-19T22:17:29.710Z,14,71
191,DSVel8OkUUh,reel,https://www.instagram.com/thedogist/reel/DSVel8OkUUh/,https://www.instagram.com/reel/DSVel8OkUUh/,2026-06-19T22:17:29.711Z,14,72
192,DSS5mWzEU9k,p,https://www.instagram.com/thedogist/p/DSS5mWzEU9k/,https://www.instagram.com/p/DSS5mWzEU9k/,2026-06-19T22:17:29.711Z,14,73
193,DSQeCzBkdxd,p,https://www.instagram.com/thedogist/p/DSQeCzBkdxd/,https://www.instagram.com/p/DSQeCzBkdxd/,2026-06-19T22:17:31.326Z,15,59
194,DSNzr9EESMo,reel,https://www.instagram.com/thedogist/reel/DSNzr9EESMo/,https://www.instagram.com/reel/DSNzr9EESMo/,2026-06-19T22:17:31.327Z,15,60
195,DSLF83Zkafe,reel,https://www.instagram.com/thedogist/reel/DSLF83Zkafe/,https://www.instagram.com/reel/DSLF83Zkafe/,2026-06-19T22:17:31.327Z,15,61
196,DSJCgs8kXh0,reel,https://www.instagram.com/thedogist/reel/DSJCgs8kXh0/,https://www.instagram.com/reel/DSJCgs8kXh0/,2026-06-19T22:17:31.328Z,15,62
197,DSFyz8-kUzv,reel,https://www.instagram.com/thedogist/reel/DSFyz8-kUzv/,https://www.instagram.com/reel/DSFyz8-kUzv/,2026-06-19T22:17:31.328Z,15,63
198,DSDe6u8kS6O,p,https://www.instagram.com/thedogist/p/DSDe6u8kS6O/,https://www.instagram.com/p/DSDe6u8kS6O/,2026-06-19T22:17:31.328Z,15,64
199,DR-aHhzkXgF,reel,https://www.instagram.com/thedogist/reel/DR-aHhzkXgF/,https://www.instagram.com/reel/DR-aHhzkXgF/,2026-06-19T22:17:31.329Z,15,65
200,DR72mfKEedE,reel,https://www.instagram.com/thedogist/reel/DR72mfKEedE/,https://www.instagram.com/reel/DR72mfKEedE/,2026-06-19T22:17:31.329Z,15,66
201,DR7aTBTkebB,reel,https://www.instagram.com/empirestatebldg/reel/DR7aTBTkebB/,https://www.instagram.com/reel/DR7aTBTkebB/,2026-06-19T22:17:31.329Z,15,67
202,DR5O3P_jycm,p,https://www.instagram.com/thedogist/p/DR5O3P_jycm/,https://www.instagram.com/p/DR5O3P_jycm/,2026-06-19T22:17:31.330Z,15,68
203,DR4mTwyESDm,reel,https://www.instagram.com/thedogist/reel/DR4mTwyESDm/,https://www.instagram.com/reel/DR4mTwyESDm/,2026-06-19T22:17:31.330Z,15,69
204,DR2VEONkdPT,reel,https://www.instagram.com/thedogist/reel/DR2VEONkdPT/,https://www.instagram.com/reel/DR2VEONkdPT/,2026-06-19T22:17:31.331Z,15,70
205,DRzx0o2Ed0i,reel,https://www.instagram.com/thedogist/reel/DRzx0o2Ed0i/,https://www.instagram.com/reel/DRzx0o2Ed0i/,2026-06-19T22:17:32.941Z,16,61
206,DRw-IF6EaT_,reel,https://www.instagram.com/thedogist/reel/DRw-IF6EaT_/,https://www.instagram.com/reel/DRw-IF6EaT_/,2026-06-19T22:17:32.942Z,16,62
207,DRqGWbcEVvW,p,https://www.instagram.com/thedogist/p/DRqGWbcEVvW/,https://www.instagram.com/p/DRqGWbcEVvW/,2026-06-19T22:17:32.942Z,16,63
208,DRnCa95EcVk,reel,https://www.instagram.com/thedogist/reel/DRnCa95EcVk/,https://www.instagram.com/reel/DRnCa95EcVk/,2026-06-19T22:17:32.942Z,16,64
209,DRk1drPEZWn,p,https://www.instagram.com/thedogist/p/DRk1drPEZWn/,https://www.instagram.com/p/DRk1drPEZWn/,2026-06-19T22:17:32.942Z,16,65
210,DRhwQ_TEZP_,reel,https://www.instagram.com/thedogist/reel/DRhwQ_TEZP_/,https://www.instagram.com/reel/DRhwQ_TEZP_/,2026-06-19T22:17:32.942Z,16,66
211,DRfHWUmEVx6,reel,https://www.instagram.com/thedogist/reel/DRfHWUmEVx6/,https://www.instagram.com/reel/DRfHWUmEVx6/,2026-06-19T22:17:32.943Z,16,67
212,DRcOFufETTf,reel,https://www.instagram.com/thedogist/reel/DRcOFufETTf/,https://www.instagram.com/reel/DRcOFufETTf/,2026-06-19T22:17:32.943Z,16,68
213,DRZrBchkaoj,reel,https://www.instagram.com/thedogist/reel/DRZrBchkaoj/,https://www.instagram.com/reel/DRZrBchkaoj/,2026-06-19T22:17:32.943Z,16,69
214,DRYAGz0ERpH,reel,https://www.instagram.com/thedogist/reel/DRYAGz0ERpH/,https://www.instagram.com/reel/DRYAGz0ERpH/,2026-06-19T22:17:32.943Z,16,70
215,DRXGMXFEQex,reel,https://www.instagram.com/thedogist/reel/DRXGMXFEQex/,https://www.instagram.com/reel/DRXGMXFEQex/,2026-06-19T22:17:32.943Z,16,71
216,DRVV6FrEc03,p,https://www.instagram.com/thedogist/p/DRVV6FrEc03/,https://www.instagram.com/p/DRVV6FrEc03/,2026-06-19T22:17:32.943Z,16,72
217,DRSxJXVEdom,reel,https://www.instagram.com/thedogist/reel/DRSxJXVEdom/,https://www.instagram.com/reel/DRSxJXVEdom/,2026-06-19T22:17:34.553Z,17,58
218,DRSS7Vsj5Yl,p,https://www.instagram.com/ballantinebooks/p/DRSS7Vsj5Yl/,https://www.instagram.com/p/DRSS7Vsj5Yl/,2026-06-19T22:17:34.554Z,17,59
219,DRR65IkkYw0,reel,https://www.instagram.com/thedogist/reel/DRR65IkkYw0/,https://www.instagram.com/reel/DRR65IkkYw0/,2026-06-19T22:17:34.555Z,17,60
220,DRPu6dJkRMt,reel,https://www.instagram.com/thedogist/reel/DRPu6dJkRMt/,https://www.instagram.com/reel/DRPu6dJkRMt/,2026-06-19T22:17:34.555Z,17,61
221,DRN8ZXTEe2B,reel,https://www.instagram.com/thedogist/reel/DRN8ZXTEe2B/,https://www.instagram.com/reel/DRN8ZXTEe2B/,2026-06-19T22:17:34.556Z,17,62
222,DRLXw4cEcbt,reel,https://www.instagram.com/thedogist/reel/DRLXw4cEcbt/,https://www.instagram.com/reel/DRLXw4cEcbt/,2026-06-19T22:17:34.557Z,17,63
223,DRIxw4JEcVg,reel,https://www.instagram.com/thedogist/reel/DRIxw4JEcVg/,https://www.instagram.com/reel/DRIxw4JEcVg/,2026-06-19T22:17:34.557Z,17,64
224,DRDaiAWEQW6,reel,https://www.instagram.com/thedogist/reel/DRDaiAWEQW6/,https://www.instagram.com/reel/DRDaiAWEQW6/,2026-06-19T22:17:34.558Z,17,65
225,DRA3Ip-EbrP,p,https://www.instagram.com/thedogist/p/DRA3Ip-EbrP/,https://www.instagram.com/p/DRA3Ip-EbrP/,2026-06-19T22:17:34.558Z,17,66
226,DQ9slrTkS5V,reel,https://www.instagram.com/thedogist/reel/DQ9slrTkS5V/,https://www.instagram.com/reel/DQ9slrTkS5V/,2026-06-19T22:17:34.559Z,17,67
227,DQ71c8OERz8,reel,https://www.instagram.com/thedogist/reel/DQ71c8OERz8/,https://www.instagram.com/reel/DQ71c8OERz8/,2026-06-19T22:17:34.559Z,17,68
228,DQ1pMhSEWbl,reel,https://www.instagram.com/thedogist/reel/DQ1pMhSEWbl/,https://www.instagram.com/reel/DQ1pMhSEWbl/,2026-06-19T22:17:34.560Z,17,69
229,DQzLz-LEZ9L,reel,https://www.instagram.com/thedogist/reel/DQzLz-LEZ9L/,https://www.instagram.com/reel/DQzLz-LEZ9L/,2026-06-19T22:17:39.417Z,20,60
230,DQwZJGKDcvk,reel,https://www.instagram.com/thedogist/reel/DQwZJGKDcvk/,https://www.instagram.com/reel/DQwZJGKDcvk/,2026-06-19T22:17:39.418Z,20,61
231,DQrq9DwkctG,reel,https://www.instagram.com/thedogist/reel/DQrq9DwkctG/,https://www.instagram.com/reel/DQrq9DwkctG/,2026-06-19T22:17:39.419Z,20,62
232,DQpWw3xkQmi,p,https://www.instagram.com/thedogist/p/DQpWw3xkQmi/,https://www.instagram.com/p/DQpWw3xkQmi/,2026-06-19T22:17:39.420Z,20,63
233,DQm2gBzkXxA,reel,https://www.instagram.com/thedogist/reel/DQm2gBzkXxA/,https://www.instagram.com/reel/DQm2gBzkXxA/,2026-06-19T22:17:39.421Z,20,64
234,DQjp7YdkQrq,p,https://www.instagram.com/thedogist/p/DQjp7YdkQrq/,https://www.instagram.com/p/DQjp7YdkQrq/,2026-06-19T22:17:39.421Z,20,65
235,DQhvQnAkWTB,reel,https://www.instagram.com/thedogist/reel/DQhvQnAkWTB/,https://www.instagram.com/reel/DQhvQnAkWTB/,2026-06-19T22:17:39.422Z,20,66
236,DQesUHfERO9,reel,https://www.instagram.com/thedogist/reel/DQesUHfERO9/,https://www.instagram.com/reel/DQesUHfERO9/,2026-06-19T22:17:39.423Z,20,67
237,DQc-u9QEUr6,p,https://www.instagram.com/thedogist/p/DQc-u9QEUr6/,https://www.instagram.com/p/DQc-u9QEUr6/,2026-06-19T22:17:39.423Z,20,68
238,DQcQTgaiCyj,reel,https://www.instagram.com/susieabromeit/reel/DQcQTgaiCyj/,https://www.instagram.com/reel/DQcQTgaiCyj/,2026-06-19T22:17:39.424Z,20,69
239,DQcNaOUEWed,reel,https://www.instagram.com/thedogist/reel/DQcNaOUEWed/,https://www.instagram.com/reel/DQcNaOUEWed/,2026-06-19T22:17:39.424Z,20,70
240,DQaaJ-OEYRA,p,https://www.instagram.com/thedogist/p/DQaaJ-OEYRA/,https://www.instagram.com/p/DQaaJ-OEYRA/,2026-06-19T22:17:39.425Z,20,71
241,DQZjMytES4g,reel,https://www.instagram.com/thedogist/reel/DQZjMytES4g/,https://www.instagram.com/reel/DQZjMytES4g/,2026-06-19T22:17:44.285Z,23,62
242,DQX0219ES_9,reel,https://www.instagram.com/thedogist/reel/DQX0219ES_9/,https://www.instagram.com/reel/DQX0219ES_9/,2026-06-19T22:17:44.286Z,23,63
243,DQUzDMikdxQ,reel,https://www.instagram.com/thedogist/reel/DQUzDMikdxQ/,https://www.instagram.com/reel/DQUzDMikdxQ/,2026-06-19T22:17:44.287Z,23,64
244,DQR_3makRIQ,reel,https://www.instagram.com/thedogist/reel/DQR_3makRIQ/,https://www.instagram.com/reel/DQR_3makRIQ/,2026-06-19T22:17:44.287Z,23,65
245,DQPlTnoESNh,reel,https://www.instagram.com/thedogist/reel/DQPlTnoESNh/,https://www.instagram.com/reel/DQPlTnoESNh/,2026-06-19T22:17:44.288Z,23,66
246,DQNWvUWkTPU,p,https://www.instagram.com/thedogist/p/DQNWvUWkTPU/,https://www.instagram.com/p/DQNWvUWkTPU/,2026-06-19T22:17:44.288Z,23,67
247,DQMripRkbiS,reel,https://www.instagram.com/thedogist/reel/DQMripRkbiS/,https://www.instagram.com/reel/DQMripRkbiS/,2026-06-19T22:17:44.289Z,23,68
248,DQKrzYVkf3M,reel,https://www.instagram.com/thedogist/reel/DQKrzYVkf3M/,https://www.instagram.com/reel/DQKrzYVkf3M/,2026-06-19T22:17:44.289Z,23,69
249,DQKGs17EYxt,reel,https://www.instagram.com/thedogist/reel/DQKGs17EYxt/,https://www.instagram.com/reel/DQKGs17EYxt/,2026-06-19T22:17:44.290Z,23,70
250,DQIAYRtkYSl,reel,https://www.instagram.com/thedogist/reel/DQIAYRtkYSl/,https://www.instagram.com/reel/DQIAYRtkYSl/,2026-06-19T22:17:44.290Z,23,71
251,DQHs8PSD6e1,p,https://www.instagram.com/thedogist/p/DQHs8PSD6e1/,https://www.instagram.com/p/DQHs8PSD6e1/,2026-06-19T22:17:44.291Z,23,72
252,DQFMjvmEWSq,p,https://www.instagram.com/thedogist/p/DQFMjvmEWSq/,https://www.instagram.com/p/DQFMjvmEWSq/,2026-06-19T22:17:44.291Z,23,73
253,DQCz3TxkUgU,p,https://www.instagram.com/thedogist/p/DQCz3TxkUgU/,https://www.instagram.com/p/DQCz3TxkUgU/,2026-06-19T22:17:45.910Z,24,59
254,DP_rqaxEW78,reel,https://www.instagram.com/thedogist/reel/DP_rqaxEW78/,https://www.instagram.com/reel/DP_rqaxEW78/,2026-06-19T22:17:45.911Z,24,60
255,DP92PuEEaea,reel,https://www.instagram.com/thedogist/reel/DP92PuEEaea/,https://www.instagram.com/reel/DP92PuEEaea/,2026-06-19T22:17:45.912Z,24,61
256,DP9BjsDEV5M,reel,https://www.instagram.com/thedogist/reel/DP9BjsDEV5M/,https://www.instagram.com/reel/DP9BjsDEV5M/,2026-06-19T22:17:45.912Z,24,62
257,DP7NakjEVQD,reel,https://www.instagram.com/thedogist/reel/DP7NakjEVQD/,https://www.instagram.com/reel/DP7NakjEVQD/,2026-06-19T22:17:45.913Z,24,63
258,DP6ukCuEY9c,reel,https://www.instagram.com/thedogist/reel/DP6ukCuEY9c/,https://www.instagram.com/reel/DP6ukCuEY9c/,2026-06-19T22:17:45.913Z,24,64
259,DP4qS0ukUCn,reel,https://www.instagram.com/thedogist/reel/DP4qS0ukUCn/,https://www.instagram.com/reel/DP4qS0ukUCn/,2026-06-19T22:17:45.914Z,24,65
260,DPy1oIokcdz,p,https://www.instagram.com/thedogist/p/DPy1oIokcdz/,https://www.instagram.com/p/DPy1oIokcdz/,2026-06-19T22:17:45.914Z,24,66
261,DPw4IwbERaA,p,https://www.instagram.com/thedogist/p/DPw4IwbERaA/,https://www.instagram.com/p/DPw4IwbERaA/,2026-06-19T22:17:45.915Z,24,67
262,DPrqrQMkQq4,reel,https://www.instagram.com/thedogist/reel/DPrqrQMkQq4/,https://www.instagram.com/reel/DPrqrQMkQq4/,2026-06-19T22:17:45.915Z,24,68
263,DPpSZf0EZ6W,reel,https://www.instagram.com/thedogist/reel/DPpSZf0EZ6W/,https://www.instagram.com/reel/DPpSZf0EZ6W/,2026-06-19T22:17:45.916Z,24,69
264,DPmtu5KEZ4y,p,https://www.instagram.com/thedogist/p/DPmtu5KEZ4y/,https://www.instagram.com/p/DPmtu5KEZ4y/,2026-06-19T22:17:45.916Z,24,70
265,DPjjLuNEZ2B,p,https://www.instagram.com/thedogist/p/DPjjLuNEZ2B/,https://www.instagram.com/p/DPjjLuNEZ2B/,2026-06-19T22:17:47.535Z,25,61
266,DPhfThlkWw9,reel,https://www.instagram.com/thedogist/reel/DPhfThlkWw9/,https://www.instagram.com/reel/DPhfThlkWw9/,2026-06-19T22:17:47.537Z,25,62
267,DPeuIlkkQME,p,https://www.instagram.com/thedogist/p/DPeuIlkkQME/,https://www.instagram.com/p/DPeuIlkkQME/,2026-06-19T22:17:47.538Z,25,63
268,DPbgCLpkV78,reel,https://www.instagram.com/thedogist/reel/DPbgCLpkV78/,https://www.instagram.com/reel/DPbgCLpkV78/,2026-06-19T22:17:47.538Z,25,64
269,DPXI3YskR7t,reel,https://www.instagram.com/thedogist/reel/DPXI3YskR7t/,https://www.instagram.com/reel/DPXI3YskR7t/,2026-06-19T22:17:47.539Z,25,65
270,DPUitY1kWjO,reel,https://www.instagram.com/thedogist/reel/DPUitY1kWjO/,https://www.instagram.com/reel/DPUitY1kWjO/,2026-06-19T22:17:47.539Z,25,66
271,DPR55gFkXmL,p,https://www.instagram.com/thedogist/p/DPR55gFkXmL/,https://www.instagram.com/p/DPR55gFkXmL/,2026-06-19T22:17:47.540Z,25,67
272,DPPk2bKkTMX,reel,https://www.instagram.com/thedogist/reel/DPPk2bKkTMX/,https://www.instagram.com/reel/DPPk2bKkTMX/,2026-06-19T22:17:47.540Z,25,68
273,DPMotkkEay5,p,https://www.instagram.com/thedogist/p/DPMotkkEay5/,https://www.instagram.com/p/DPMotkkEay5/,2026-06-19T22:17:47.541Z,25,69
274,DPJtlRckQd9,p,https://www.instagram.com/thedogist/p/DPJtlRckQd9/,https://www.instagram.com/p/DPJtlRckQd9/,2026-06-19T22:17:47.541Z,25,70
275,DPHQ5n7ESrc,reel,https://www.instagram.com/thedogist/reel/DPHQ5n7ESrc/,https://www.instagram.com/reel/DPHQ5n7ESrc/,2026-06-19T22:17:47.542Z,25,71
276,DPFG5AWEV3N,reel,https://www.instagram.com/thedogist/reel/DPFG5AWEV3N/,https://www.instagram.com/reel/DPFG5AWEV3N/,2026-06-19T22:17:47.542Z,25,72
277,DPCeYl6EZnO,reel,https://www.instagram.com/thedogist/reel/DPCeYl6EZnO/,https://www.instagram.com/reel/DPCeYl6EZnO/,2026-06-19T22:17:49.159Z,26,58
278,DO_1XlAEQOy,reel,https://www.instagram.com/thedogist/reel/DO_1XlAEQOy/,https://www.instagram.com/reel/DO_1XlAEQOy/,2026-06-19T22:17:49.159Z,26,59
279,DO9OnVfkYN-,reel,https://www.instagram.com/thedogist/reel/DO9OnVfkYN-/,https://www.instagram.com/reel/DO9OnVfkYN-/,2026-06-19T22:17:49.159Z,26,60
280,DO6_EFWEbHS,reel,https://www.instagram.com/thedogist/reel/DO6_EFWEbHS/,https://www.instagram.com/reel/DO6_EFWEbHS/,2026-06-19T22:17:49.160Z,26,61
281,DO1lVG3EWSa,reel,https://www.instagram.com/thedogist/reel/DO1lVG3EWSa/,https://www.instagram.com/reel/DO1lVG3EWSa/,2026-06-19T22:17:49.160Z,26,62
282,DOzZkjMEcX0,reel,https://www.instagram.com/thedogist/reel/DOzZkjMEcX0/,https://www.instagram.com/reel/DOzZkjMEcX0/,2026-06-19T22:17:49.160Z,26,63
283,DOwXHRWkV2_,reel,https://www.instagram.com/thedogist/reel/DOwXHRWkV2_/,https://www.instagram.com/reel/DOwXHRWkV2_/,2026-06-19T22:17:49.160Z,26,64
284,DOtRt1skXJ5,reel,https://www.instagram.com/thedogist/reel/DOtRt1skXJ5/,https://www.instagram.com/reel/DOtRt1skXJ5/,2026-06-19T22:17:49.160Z,26,65
285,DOrf76ekXEy,reel,https://www.instagram.com/thedogist/reel/DOrf76ekXEy/,https://www.instagram.com/reel/DOrf76ekXEy/,2026-06-19T22:17:49.160Z,26,66
286,DOpFHoLETQj,reel,https://www.instagram.com/thedogist/reel/DOpFHoLETQj/,https://www.instagram.com/reel/DOpFHoLETQj/,2026-06-19T22:17:49.161Z,26,67
287,DOl_SCTEZqP,reel,https://www.instagram.com/thedogist/reel/DOl_SCTEZqP/,https://www.instagram.com/reel/DOl_SCTEZqP/,2026-06-19T22:17:49.161Z,26,68
288,DOjapJPEXI2,reel,https://www.instagram.com/thedogist/reel/DOjapJPEXI2/,https://www.instagram.com/reel/DOjapJPEXI2/,2026-06-19T22:17:49.161Z,26,69
289,DOhHHsKEV77,reel,https://www.instagram.com/thedogist/reel/DOhHHsKEV77/,https://www.instagram.com/reel/DOhHHsKEV77/,2026-06-19T22:17:50.771Z,27,60
290,DOekHujEaVd,reel,https://www.instagram.com/thedogist/reel/DOekHujEaVd/,https://www.instagram.com/reel/DOekHujEaVd/,2026-06-19T22:17:50.773Z,27,61
291,DOZKm9AkQty,reel,https://www.instagram.com/thedogist/reel/DOZKm9AkQty/,https://www.instagram.com/reel/DOZKm9AkQty/,2026-06-19T22:17:50.773Z,27,62
292,DOWnZNTkbfg,reel,https://www.instagram.com/thedogist/reel/DOWnZNTkbfg/,https://www.instagram.com/reel/DOWnZNTkbfg/,2026-06-19T22:17:50.774Z,27,63
293,DOTy5AtkYED,reel,https://www.instagram.com/thedogist/reel/DOTy5AtkYED/,https://www.instagram.com/reel/DOTy5AtkYED/,2026-06-19T22:17:50.775Z,27,64
294,DOPUvMyEbVy,reel,https://www.instagram.com/thedogist/reel/DOPUvMyEbVy/,https://www.instagram.com/reel/DOPUvMyEbVy/,2026-06-19T22:17:50.776Z,27,65
295,DOMLniDkSrs,p,https://www.instagram.com/thedogist/p/DOMLniDkSrs/,https://www.instagram.com/p/DOMLniDkSrs/,2026-06-19T22:17:50.776Z,27,66
296,DOBvlRDkSP4,reel,https://www.instagram.com/thedogist/reel/DOBvlRDkSP4/,https://www.instagram.com/reel/DOBvlRDkSP4/,2026-06-19T22:17:50.777Z,27,67
297,DN_OndAkQ5q,reel,https://www.instagram.com/thedogist/reel/DN_OndAkQ5q/,https://www.instagram.com/reel/DN_OndAkQ5q/,2026-06-19T22:17:50.777Z,27,68
298,DN8qC0Xkcyn,reel,https://www.instagram.com/thedogist/reel/DN8qC0Xkcyn/,https://www.instagram.com/reel/DN8qC0Xkcyn/,2026-06-19T22:17:50.778Z,27,69
299,DN6f07FEXEk,reel,https://www.instagram.com/thedogist/reel/DN6f07FEXEk/,https://www.instagram.com/reel/DN6f07FEXEk/,2026-06-19T22:17:50.778Z,27,70
